experiment_id,timestamp,glass_pos_x,glass_pos_y,glass_pos_z,overlap_ratio,step1_time_sec,step2_time_sec,step3_time_sec,step4_time_sec,total_time_sec,num_viewpoints,num_ik_all,num_ik_safe,num_collisions,status,viewpoints_h5,ik_solutions_h5,trajectory_csv,collision_report
1,2025-11-18T07:43:48.089808,1.0137594803760182,-0.019102329885987736,-0.175,0.5,2.682501115999912,2.6374755590004497,0.8112310979995527,4.305804054998589,10.46365897600117,379,3032,1471,59,success,/isaac-sim/curobo/vision_inspection/data/viewpoint/379/viewpoints.h5,/isaac-sim/curobo/vision_inspection/data/ik/379/ik_solutions.h5,/isaac-sim/curobo/vision_inspection/data/trajectory/379/joint_trajectory_dp.csv,/isaac-sim/curobo/vision_inspection/data/collision/379/collision_curobo.txt
