time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.0,-0.5289253573437617,-0.48459062038691875,2.414101999728163,1.8015129081512227,-1.118534062444067,2.8572728104636798
1.0,-0.5322060973369276,-0.5170295673946559,2.4263984126129996,1.8225451635589567,-1.1158077356341367,2.8552425387456513
2.0,-0.5236107251778025,-0.5107630678159043,2.40179406060117,1.8385675119082576,-1.1229539957907606,2.8605503666637553
3.0,-0.5217577408355722,-0.5392619642488641,2.412850630061391,1.8555172173388963,-1.1244960219585802,2.861689832579461
4.0,-0.5316785468860339,-0.5487203890955233,2.4380561123637134,1.8424347207256784,-1.1162460255117863,2.8555693755862124
5.0,-0.5351318365399388,-0.577609446856105,2.4472248412740987,1.8630982681582824,-1.1133777936816358,2.853427385946632
6.0,-0.5510414192522755,-0.6042572820425745,2.452757609572458,1.8886651917614492,-1.1001873842264356,2.843480017841535
7.0,-0.5347334993470254,-0.5942184093107801,2.4292250389011656,1.8975978155272293,-1.1137085517447365,2.8536747724513796
8.0,-0.5450470763793424,-0.623382685605567,2.4361102443936424,1.9227400021061574,-1.1051525941364913,2.8472433592064386
9.0,-0.573010051604363,-0.6189806120253372,2.435840079023655,1.9267478089934438,-1.0820406121117414,2.8295223868671453
10.0,-0.5986831574764526,-0.6215797515657328,2.4304996737653703,1.9426634128542821,-1.0609386099322522,2.812866021438369
11.0,-0.6210427981459621,-0.6169258632500443,2.4230945619445974,1.9527702884532314,-1.0426583117271384,2.7980372070719195
12.0,-0.6327166286189461,-0.6481061721250039,2.421457995585269,1.9895841435407784,-1.0331527350693832,2.7901696491006804
13.0,-0.6030854439506066,-0.6528438722441883,2.431160008106544,1.974684636102648,-1.0573319689330836,2.8099708420315443
14.0,-0.5737031703942735,-0.6548636344194803,2.4388564337753476,1.9598235363822865,-1.081469460341672,2.829077632525596
15.0,-0.5504613857218704,-0.6377369448112608,2.4624621562927946,1.912274890484641,-1.100667578760454,2.8438450042235877
16.0,-0.5204284526618312,-0.6714534559020555,2.4532877838123106,1.9469194369862761,-1.1256024813478294,2.8625062707320112
17.0,-0.49062636198222753,-0.6630195089326688,2.4554443767283947,1.928744680656081,-1.1504763919639294,2.8805890325518964
18.0,-0.50446481369722,-0.6327873071295843,2.445521248381619,1.9118850267292447,-1.1389109138835736,2.8722439818115575
19.0,-0.4890546892865218,-0.6072147403668238,2.4401746041866783,1.8878258998639323,-1.151791628521907,2.881531257551304
20.0,-0.476451508480539,-0.5807994477863425,2.4334300971610534,1.8651332365039723,-1.1623497530198816,2.889047794578997
