experiment_id,timestamp,glass_pos_x,glass_pos_y,glass_pos_z,overlap_ratio,step1_time_sec,step2_time_sec,step3_time_sec,step4_time_sec,total_time_sec,num_viewpoints,num_ik_all,num_ik_safe,num_collisions,status,viewpoints_h5,ik_solutions_h5,trajectory_csv,collision_report
1,2025-11-18T07:37:55.160594,1.0304099266693978,-0.004338784144199678,-0.175,0.5,2.731064042000071,2.611671638998814,0.8041394630017749,4.333619240998814,10.507643766999536,379,3032,1470,59,success,/isaac-sim/curobo/vision_inspection/data/viewpoint/379/viewpoints.h5,/isaac-sim/curobo/vision_inspection/data/ik/379/ik_solutions.h5,/isaac-sim/curobo/vision_inspection/data/trajectory/379/joint_trajectory_dp.csv,/isaac-sim/curobo/vision_inspection/data/collision/379/collision_curobo.txt
