pose_id,glass_pos_x,glass_pos_y,glass_pos_z,glass_quat_w,glass_quat_x,glass_quat_y,glass_quat_z,ik_time_sec,plan_time_sec,ik_plan_total_sec,ik_solutions_all,ik_solutions_safe,collision_check_time_sec,replan_time_sec,waypoint_collisions,segment_collisions,total_collisions,reconfigurations,replan_attempts,trajectory_modified,success,error_message
1,0.9854194175037769,0.009563476773224545,-0.13,0.9982688292770531,0.0,0.0,0.05881619244580395,2.8466887140002655,1.7447037570000248,4.59139247100029,4412,4300,51.085004278998895,47.652614111999355,0,0,0,200,0,True,True,
2,0.9948852339358535,0.01327264158216553,-0.13,0.9974585249304528,0.0,0.0,-0.07124949854957065,1.9984513279996463,1.7310892589994182,3.7295405869990645,4412,4300,49.58110341000065,46.181837018000806,0,0,0,200,0,True,True,
3,0.9936573367900727,0.005413320095130333,-0.13,0.9996862960328409,0.0,0.0,0.025046147890230856,2.0652789260002464,1.7401951600004395,3.805474086000686,4412,4300,49.72953135700118,46.305317391001154,0,0,0,200,0,True,True,
4,1.0079723371433453,0.016309374329328125,-0.13,0.999983213020527,0.0,0.0,0.005794279691509843,2.0832588039993425,1.7374692729990784,3.820728076998421,4412,4300,49.39191773799939,45.95923499499804,0,0,0,200,0,True,True,
5,0.9925587820055741,-0.007881207823731877,-0.13,0.9991038883013037,0.0,0.0,0.04232517431997198,2.046233830998972,1.6092362799990951,3.655470110998067,4412,4300,49.34190074399885,45.82083216200044,0,0,0,200,0,True,True,
6,0.9907609234200669,0.004135150408390149,-0.13,0.9993507082894256,0.0,0.0,0.036030013064434964,2.044337882000036,1.7358515880005143,3.7801894700005505,4412,4300,49.20372732999931,45.77115282900013,0,0,0,200,0,True,True,
7,1.000476862097909,0.019580254036382926,-0.13,0.9998721780379978,0.0,0.0,0.015988357812812312,2.0643720209991443,1.7727106190013728,3.837082640000517,4412,4300,49.46207538800081,45.98331651099943,0,0,0,200,0,True,True,
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
MEAN,0.9951044132709426,0.008627572771555677,-0.13,0.9991033768413715,0.0,0.0,0.01610723809645618,2.164088786571093,1.7244651337142776,3.888553920285371,4412.0,4300.0,49.68503717799987,46.23918643114276,0.0,0.0,0.0,200.0,0.0,7,7/7,
STD,0.006716015259284967,0.008489295766836977,0.0,0.0008592473715507877,0.0,0.0,0.039144105035457046,0.2797572433050593,0.04870463338784731,0.29264558802849383,0.0,0.0,0.5925396420737442,0.6027743048283407,0.0,0.0,0.0,0.0,0.0,,,
