experiment_id,timestamp,glass_pos_x,glass_pos_y,glass_pos_z,overlap_ratio,step1_time_sec,step2_time_sec,step3_time_sec,step4_time_sec,total_time_sec,num_viewpoints,num_ik_all,num_ik_safe,num_collisions,status,viewpoints_h5,ik_solutions_h5,trajectory_csv,collision_report
1,2025-11-18T07:23:18.692920,0.9954328079353052,-0.01563809365531253,-0.13,0.5,2.759876603999146,2.7164463179979066,0.7866404749984213,4.280224014000851,10.569821854998736,379,3032,1507,59,success,/isaac-sim/curobo/vision_inspection/data/viewpoint/379/viewpoints.h5,/isaac-sim/curobo/vision_inspection/data/ik/379/ik_solutions.h5,/isaac-sim/curobo/vision_inspection/data/trajectory/379/joint_trajectory_dp.csv,/isaac-sim/curobo/vision_inspection/data/collision/379/collision_curobo.txt
