ur20-shoulder_pan_joint,ur20-shoulder_lift_joint,ur20-elbow_joint,ur20-wrist_1_joint,ur20-wrist_2_joint,ur20-wrist_3_joint
-0.59333444,-0.6435231,1.8909911,0.076968655,0.5789946,-1.2789407
-0.5955095,-0.6435645,1.9060158,0.03317888,0.58639354,-1.2439966
-0.6030843,-0.61998177,1.8885866,0.07139097,0.58115906,-1.2967271
-0.60634214,-0.61433816,1.8941274,0.051851545,0.58455795,-1.2863562
-0.61332005,-0.59929955,1.8973188,0.0329672,0.58837163,-1.2849056
-0.61290216,-0.58583206,1.8577772,0.14186886,0.5737652,-1.3845166
-0.618338,-0.5645753,1.8389013,0.1854332,0.5716651,-1.43899
-0.61130244,-0.57444644,1.8287303,0.22448026,0.5671616,-1.4618043
-0.6054823,-0.5973924,1.8466105,0.18321086,0.56782836,-1.407096
-0.6010149,-0.61258495,1.8564662,0.16187854,0.5684463,-1.3756795
-0.59804744,-0.60542685,1.8308692,0.23659314,0.56194556,-1.4424708
-0.6056425,-0.5707431,1.8007742,0.3093747,0.56158745,-1.5337145
-0.60977435,-0.5469938,1.775814,0.36814275,0.5626536,-1.6017292
-0.6144519,-0.53231895,1.7679276,0.37994748,0.56511056,-1.6237819
-0.619283,-0.5161137,1.7579323,0.39638877,0.56794256,-1.6507119
-0.61730045,-0.54583114,1.8007582,0.28784215,0.5672387,-1.5375683
-0.58739686,-0.57631,1.8015118,0.29945886,0.75313896,-1.5075969
-0.56052405,-0.6192089,1.8414924,0.22256811,0.8678383,-1.377391
-0.53664756,-0.6569905,1.8965503,0.12096924,0.942985,-1.2222793
-0.5030709,-0.6784972,1.9104728,0.11105012,1.0520692,-1.1334552
-0.48640308,-0.69040143,1.926641,0.08755354,1.0948317,-1.0677114
-0.44076413,-0.6979859,1.9131948,0.1400306,1.2353206,-0.98388857
-0.44061622,-0.715332,1.9598304,0.036656056,1.2017305,-0.88032246
-0.42959094,-0.7381156,2.0207767,-0.105396725,1.1861023,-0.73494655
-0.37223572,-0.7333982,1.9805982,0.017968329,1.3374699,-0.6324155
-0.35350546,-0.7579933,2.0439405,-0.14584956,1.3284631,-0.48130897
-0.30507624,-0.7269655,1.956413,0.09602135,1.4575366,-0.42401916
-0.29933324,-0.70336527,1.9146342,0.21774036,1.5033698,-0.4409969
-0.30856374,-0.6962348,1.906907,0.24917985,1.5107926,-1.877489
-0.30865464,-0.69634944,1.8961385,0.24802549,1.500779,-1.8771812
-0.3286207,-0.6935023,1.8991058,0.2571521,1.4967749,-1.8976407
-0.34644586,-0.6918203,1.8902771,0.25833663,1.4747663,-0.69713724
-0.3699102,-0.6807655,1.866883,0.29721937,1.4712819,-1.9399502
-0.36175144,-0.6797372,1.8568931,0.30275157,1.4707797,-1.9316989
-0.3804309,-0.6760529,1.8541064,0.31101814,1.4635887,-1.9508506
-0.3903029,-0.67406356,1.8446819,0.31190258,1.4398018,-0.9752771
-0.3986279,-0.6679856,1.828919,0.32968467,1.4318751,-1.0450232
-0.40232512,-0.66051173,1.8148391,0.3583535,1.458062,-1.9738007
-0.4091992,-0.65637386,1.8019208,0.36750492,1.4404215,-1.1523895
-0.41469127,-0.6501511,1.7854056,0.38450825,1.4319029,-1.217355
-0.4231886,-0.64998126,1.7832329,0.3756236,1.3812805,-1.2528449
-0.4247979,-0.63940185,1.7569935,0.41066903,1.3910415,-1.3370919
-0.42346716,-0.6345379,1.7455487,0.4287787,1.4319259,-1.3503679
-0.42557114,-0.6277898,1.7281023,0.4475212,1.4395306,-1.999007
-0.427995,-0.61782336,1.7022331,0.4737444,1.4388199,-2.0017781
-0.41916388,-0.617699,1.6974076,0.47657698,1.4346229,-1.993058
-0.4293935,-0.61016756,1.682436,0.49302503,1.4309527,-2.0037742
-0.4295495,-0.60069674,1.6579223,0.5170814,1.4351859,-2.0039299
-0.42916098,-0.5930138,1.6387464,0.5364068,1.428272,-1.6504878
-0.4280095,-0.5847718,1.6172187,0.55614865,1.4321814,-2.0028274
-0.43514386,-0.5822106,1.6180103,0.56293917,1.3698678,-1.709935
-0.42323998,-0.5741006,1.5916862,0.5859422,1.4093618,-1.771757
-0.42495435,-0.57422924,1.5900804,0.5813222,1.438198,-1.9995427
-0.42011866,-0.5582029,1.5495886,0.61862355,1.4385265,-1.9947777
-0.41382656,-0.5538409,1.5380776,0.6316626,1.4290761,-1.8800802
-0.41240138,-0.539256,1.5038317,0.66352427,1.4321173,-1.9641603
-0.40551192,-0.5275077,1.4736732,0.68832624,1.4381663,-2.0201938
-0.39927915,-0.51994824,1.4569374,0.71025807,1.4228557,-2.0500562
-0.3937715,-0.5109409,1.4297236,0.71997344,1.4593428,-1.967081
-0.3881038,-0.49866906,1.4050709,0.75387895,1.4396014,-2.1719725
-0.38251293,-0.49599427,1.3924026,0.7503443,1.4663552,-1.9553155
-0.3731741,-0.48245782,1.3612411,0.781204,1.4638094,-1.9458426
-0.3747225,-0.48255858,1.3676922,0.793197,1.4382086,-2.2555616
-0.3675867,-0.47268102,1.3418425,0.80813366,1.453649,-2.311644
-0.3574926,-0.46888927,1.3292121,0.81453216,1.4651943,-2.3515723
-0.35774663,-0.46594253,1.3188792,0.8104681,1.4795847,-1.9295406
-0.34623015,-0.46453947,1.3146688,0.8198934,1.4787779,-1.9178611
-0.33862707,-0.4532651,1.2893682,0.8437085,1.4805268,-1.9099251
-0.33538154,-0.44366553,1.2648286,0.8533054,1.4916419,-1.9063698
-0.3270091,-0.43158245,1.2430491,0.89002556,1.4806434,-2.5410516
-0.31792414,-0.42483726,1.2247161,0.8987982,1.4911758,-2.5876348
-0.30476785,-0.42551765,1.2216449,0.8954064,1.5031143,-1.8748657
-0.29346386,-0.4053863,1.1794087,0.9373017,1.5054669,-2.709222
-0.2815392,-0.4114305,1.1863338,0.91925377,1.5188848,-1.8511555
-0.27906883,-0.39975047,1.1604248,0.93614906,1.5212748,-1.8485574
-0.26842028,-0.39105177,1.1426994,0.9579635,1.5252286,-2.8264215
-0.2585497,-0.38858244,1.1328485,0.953812,1.5349439,-1.8277993
-0.24707077,-0.38320503,1.1192389,0.9613394,1.542346,-1.816278
-0.24660093,-0.35688528,1.0870422,1.0630244,1.5251311,-2.9423933
-0.23382308,-0.37314677,1.1032649,0.9961618,1.5464624,-2.9875953
-0.2124668,-0.36653033,1.0865538,1.005315,1.5619639,-3.0849574
-0.20290399,-0.36947325,1.0848281,0.98063743,1.5697317,-1.7721604
-0.20019574,-0.37435302,1.0996044,0.9866855,1.5707014,-1.7690539
-0.18804412,-0.36670908,1.0781467,0.9849515,1.578564,-1.7573653
-0.17500488,-0.36525592,1.0755641,0.9894666,1.5863268,-1.7443372
-0.16832197,-0.35618782,1.0684706,1.0372435,1.5969082,2.9980648
-0.15998362,-0.36428335,1.0755204,0.9967059,1.5985755,-1.7292675
-0.15017843,-0.3693614,1.0819957,0.9761014,1.6000628,-1.7199333
-0.13926044,-0.37557715,1.098153,0.9733536,1.6124276,-1.7090006
-0.13284037,-0.37581062,1.0942397,0.9595457,1.6077621,-1.7029035
-0.12671858,-0.380768,1.1102324,0.96516466,1.624651,-1.6966299
-0.116519526,-0.3833372,1.1097292,0.942646,1.6150959,-1.6868134
-0.10951277,-0.3882791,1.1210622,0.9342506,1.620074,-1.6798815
-0.10483882,-0.38456744,1.1216906,0.96109307,1.6462854,2.6095424
-0.10080682,-0.39376813,1.1316279,0.91957337,1.6200544,-1.6713057
-0.10055282,-0.40212664,1.1519047,0.911162,1.6295009,-1.6710621
-0.09144,-0.41429597,1.176167,0.881139,1.6264101,-1.6621063
-0.08524383,-0.40656376,1.1590436,0.8918758,1.6230837,-1.6558987
-0.08168376,-0.4136013,1.1786693,0.8889595,1.6409512,-1.6523596
-0.071751855,-0.41847822,1.1913594,0.8808867,1.6535041,-1.6425114
-0.0737426,-0.41767067,1.1833627,0.8685674,1.6243557,-1.6444778
-0.06633254,-0.42667264,1.2040957,0.85206884,1.627036,-1.637105
-0.065792195,-0.44190735,1.2368526,0.8214679,1.6265724,-1.6366113
-0.057022214,-0.43830198,1.2301548,0.8280603,1.6255466,-1.6278265
-0.050474476,-0.44304776,1.240581,0.8167803,1.6223176,-1.6212842
-0.04599302,-0.45058018,1.2581315,0.80265933,1.6227481,-1.6168114
-0.056065373,-0.45728683,1.2716802,0.7896761,1.619931,-1.6268932
-0.050635926,-0.4625282,1.2843479,0.7794068,1.6167167,-1.6214585
-0.038093675,-0.4621181,1.2852145,0.78019077,1.6204017,-1.6089144
-0.04055419,-0.4705036,1.3048915,0.76595,1.6219603,-1.6113834
-0.029225238,-0.47667724,1.3200821,0.7524839,1.6181443,-1.6000441
-0.024922464,-0.48686358,1.3447136,0.733381,1.6168469,-1.5957395
-0.026602924,-0.496862,1.3688017,0.71521276,1.6148291,-1.5974209
-0.019011365,-0.5027142,1.3839322,0.70391715,1.614303,-1.5898235
-0.010058625,-0.49669662,1.3787172,0.72360504,1.7010288,-1.5809343
0.0028774175,-0.47173396,1.3349661,0.78278726,1.7753608,1.9260553
-0.021780869,-0.47231716,1.320065,0.77385426,1.6939551,-1.592712
-0.027057577,-0.48687753,1.3486536,0.7402386,1.6523283,-1.597929
-0.032811426,-0.5185636,1.4201506,0.6716307,1.5874482,-1.6036122
-0.022711664,-0.523626,1.4357759,0.6647945,1.6239623,-1.5935395
-0.014950406,-0.52596474,1.4425379,0.66067845,1.6093516,-1.5857575
-0.011981955,-0.53361267,1.4624696,0.64620763,1.6098263,-1.5827873
-0.016622042,-0.53303754,1.4608787,0.6467196,1.6411699,-1.5874594
-0.027612798,-0.5422316,1.4833641,0.63062894,1.5873582,-1.5984129
-0.024668472,-0.5539572,1.5148362,0.60879445,1.5933803,-1.5954711
-0.012191131,-0.55641836,1.5222117,0.60253674,1.6100835,-1.5829968
-0.010790274,-0.5471435,1.4978262,0.62040937,1.6110299,-1.5815953
-0.0028624367,-0.553924,1.5198102,0.6041444,1.6981862,-1.5736822
-0.008859081,-0.56732863,1.5513084,0.57511705,1.6771382,-1.5797052
-0.013035094,-0.56573504,1.5470246,0.5841909,1.6093862,-1.583841
-0.019743815,-0.5760437,1.5744504,0.56403637,1.6083022,-1.5905535
-0.023274727,-0.58201116,1.5906656,0.551272,1.6351851,-1.5941184
-0.0293488,-0.5917673,1.6170138,0.53217953,1.609355,-1.6001648
-0.027153073,-0.6001146,1.639952,0.5123532,1.6137139,-1.5979702
-0.029499903,-0.60675746,1.658197,0.4972228,1.6155127,-1.6003194
-0.034851238,-0.6076967,1.6572194,0.49127626,1.6376355,-1.6057122
-0.05139619,-0.61892134,1.692145,0.47320777,1.609356,-1.6222179
-0.06022051,-0.6237981,1.7065915,0.4637475,1.6052614,-1.6310378
-0.047397487,-0.627974,1.7162671,0.44661665,1.6175697,-1.6182189
-0.060495846,-0.635627,1.7348448,0.4265788,1.622066,-1.6313188
-0.0654669,-0.6436096,1.7594501,0.40656945,1.6170331,-1.6362661
-0.0769135,-0.64970696,1.7744933,0.38960385,1.6186261,-1.6476915
-0.07222612,-0.65373796,1.7747562,0.36495432,1.6566128,-1.6430665
-0.064700745,-0.6455722,1.7544439,0.39024967,1.649581,-1.6355553
-0.0847584,-0.6559637,1.7935423,0.37322512,1.6144739,-1.6555021
-0.09377397,-0.65971065,1.798447,0.35969064,1.6205053,-1.6644728
-0.100651465,-0.66367257,1.8138369,0.35101318,1.612235,-1.6713204
-0.11148144,-0.6692339,1.8280193,0.33417132,1.6108975,-1.6820703
-0.12809932,-0.6734491,1.8329648,0.3205698,1.6140482,-1.6985567
-0.12846243,-0.67542636,1.846395,0.31652364,1.6035187,-1.6989305
-0.14494787,-0.68120515,1.8625042,0.29897368,1.5974842,-1.7152598
-0.15772244,-0.68546146,1.8712296,0.28396067,1.5943388,-1.7278283
-0.15610601,-0.6970939,1.8823406,0.2280134,1.615608,0.2748635
-0.17309402,-0.6908664,1.8827245,0.26463342,1.5884837,-1.7428689
-0.17251864,-0.71389824,1.9162116,0.15292738,1.6067293,0.16262525
-0.19036785,-0.70916194,1.9106443,0.1826245,1.5903602,0.10319859
-0.19866386,-0.6949107,1.8966489,0.25283182,1.574084,-1.7681704
-0.21818039,-0.7019901,1.9068495,0.22377041,1.5630623,-0.053981423
-0.2329635,-0.7004904,1.9104197,0.23238695,1.5543271,-1.8018262
-0.25068885,-0.7005437,1.9137294,0.23336829,1.5443702,-1.8195151
-0.2539754,-0.70057553,1.9049516,0.23375235,1.5399936,-1.8224928
-0.27026105,-0.7014411,1.9154655,0.22928205,1.5296823,-1.8388141
-0.28625962,-0.6989428,1.9124707,0.23967817,1.5232321,-1.8550467
-0.2393326,-0.73552245,1.967046,0.052622676,1.5408113,-0.101360284
-0.2061859,-0.7257738,1.9438643,0.10128965,1.5772065,0.024951415
-0.18338197,-0.8718111,2.193385,-0.6899776,1.6552742,0.061649118
-0.16290899,-0.8571928,2.210902,-0.77509505,1.6974442,0.08231765
-0.17118426,-0.8459853,2.218,-0.79154634,1.6746192,0.06786437
-0.16100967,-0.8330096,2.215608,-0.7939713,1.69563,0.08292814
-0.1740544,-0.81357473,2.226244,-0.8207017,1.6594958,0.0594939
-0.13988303,-0.80596566,2.210685,-0.8000586,1.733451,0.111435965
-0.14293861,-0.7893337,2.2159479,-0.8175373,1.7191843,0.10276463
-0.15329729,-0.77582455,2.22381,-0.8378223,1.6902511,0.08312768
-0.18089302,-0.7882597,2.2343416,-0.8475377,1.63422,0.04319917
-0.19329992,-0.77554786,2.2416425,-0.8663881,1.6022032,0.021466253
-0.20337437,-0.8026092,2.2412224,-0.85031825,1.58883,0.012028799
-0.2157312,-0.8296779,2.2406788,-0.834597,1.5663855,-0.002867187
-0.20938526,-0.8412233,2.236113,-0.8218584,1.583441,0.008158651
-0.2059085,-0.8554331,2.2313554,-0.8072957,1.5948478,0.015366968
-0.25304517,-0.8465099,2.2442806,-0.8230358,1.4805521,-0.05830292
-0.258076,-0.83286715,2.248967,-0.8391574,1.4696462,-0.065622665
-0.23896748,-0.82064867,2.248345,-0.8490391,1.5124459,-0.038077407
-0.24726754,-0.79983723,2.2541912,-0.8691285,1.4897572,-0.05359146
-0.27012357,-0.7868084,2.2603436,-0.8835779,1.4370506,-0.089039184
-0.24658056,-0.77820647,2.2577581,-0.8876304,1.48695,-0.056247983
-0.29381648,-0.79533035,2.2618053,-0.8775551,1.3864949,-0.12181013
-0.2944272,-0.8201785,2.2557666,-0.84909964,1.382246,-0.1239091
-0.29631683,-0.8392651,2.250496,-0.8258853,1.3749653,-0.12826756
-0.28416622,-0.8554125,2.24493,-0.80885893,1.402742,-0.109306425
-0.29241654,-0.8687718,2.2409976,-0.7906058,1.3804538,-0.12375756
-0.33234313,-0.84553546,2.2459884,-0.80256116,1.2831898,-0.19083339
-0.34960976,-0.8583346,2.2382913,-0.7750092,1.2360024,-0.2233927
-0.34131688,-0.87469965,2.2186925,-0.7038821,1.2568887,-0.22602242
-0.40019757,-0.85372037,2.2234206,-0.73328406,1.1051111,-0.32039854
-0.4133934,-0.8400776,2.2212412,-0.73107487,1.0774585,-0.34562194
-0.41169533,-0.8265752,2.2280073,-0.7530915,1.0889866,-0.33761394
-0.4559464,-0.77302885,2.2189214,-0.7486068,1.0049523,-0.42209935
-0.47413844,-0.7588334,2.209874,-0.73095816,0.96746475,-0.461823
-0.44810927,-0.7602799,2.1804593,-0.5977254,1.0544643,-0.4886912
-0.3195023,-0.80723804,2.2592962,-0.85674214,1.3226954,-0.16480733
-0.28679264,-0.781017,2.1023114,-0.32156208,1.4314928,-0.21285033
-0.2587231,-0.8873664,2.166883,-0.5471719,1.4750093,-0.08578405
-0.2025854,-0.8820221,2.1416266,-0.5021581,1.6185232,0.045082998
-0.14219537,-0.8676074,2.1284666,-0.5155079,1.7569793,0.1692129
-0.1109549,-0.8525766,2.1693394,-0.69083977,1.8236988,0.178943
-0.11648967,-0.84174037,2.186671,-0.74338734,1.8050954,0.15802789
-0.10286181,-0.8252968,2.18022,-0.7393163,1.831218,0.18014625
-0.113539405,-0.8175454,2.1906416,-0.76070225,1.8010632,0.15898101
-0.0992754,-0.8036098,2.1827114,-0.7531876,1.8296391,0.18295944
-0.11260869,-0.79475904,2.1950252,-0.7788763,1.7928417,0.1563956
-0.11409486,-0.7806691,2.1991448,-0.79324776,1.7817159,0.149987
-0.09957692,-0.76850945,2.1912355,-0.7859444,1.80797,0.17204504
-0.068303764,-0.7651103,2.167114,-0.7451456,1.8793706,0.23003307
-0.067200534,-0.77782315,2.1628828,-0.7312184,1.8904926,0.23632608
-0.067458674,-0.78961277,2.159812,-0.7200752,1.8978441,0.23958567
-0.06789406,-0.8104264,2.153767,-0.69993734,1.9111499,0.2452744
-0.060875926,-0.8191964,2.1440573,-0.679395,1.935121,0.26215878
-0.08110179,-0.8354327,2.1583295,-0.6975718,1.8918118,0.22398378
-0.03475594,-0.8168479,2.1146505,-0.6281326,2.0039961,0.3208605
-0.011100314,-0.7983448,2.089115,-0.58802354,2.0576599,0.37728807
-0.00010492417,-0.7852015,2.0788188,-0.5741356,2.077149,0.40180743
0.005474903,-0.7733581,2.0760694,-0.5738806,2.081107,0.41122913
0.023439359,-0.7583155,2.0510755,-0.53205776,2.1217568,0.46226028
0.019722298,-0.7519506,2.061399,-0.55447465,2.1026318,0.44520992
0.021687532,-0.74257123,2.0625396,-0.56089485,2.0977302,0.44514573
-0.008825952,-0.7471986,2.062925,-0.4884578,2.0011857,0.42593715
-0.015967483,-0.7762739,2.1053116,-0.6265165,2.02326,0.35448724
-0.023383016,-0.7880185,2.1104586,-0.63090265,2.0135374,0.34085348
-0.031699456,-0.7711277,2.1270857,-0.6689499,1.9763623,0.31300825
-0.04092258,-0.7647728,2.1398604,-0.6956206,1.9470822,0.28854963
-0.04821751,-0.71987146,1.9188219,-0.0065683587,1.8299111,0.5724775
-0.063014485,-0.68718255,1.8414483,0.20470533,1.7413213,0.66806686
-0.10140305,-0.6871064,1.8491875,0.2432953,1.6651837,0.5139375
-0.121057026,-0.7231568,1.9262205,0.069221,1.682221,0.34676388
0.005896187,-0.79725415,2.063034,-0.54082346,2.108117,0.42569706
0.02690998,-0.77867174,2.0320966,-0.4887905,2.157551,0.48824334
0.032278247,-0.76473606,2.0291336,-0.48761815,2.1594608,0.49958304
0.05607283,-0.7322181,1.9970607,-0.4381345,2.1986368,0.5679289
0.049328495,-0.7299876,2.0143704,-0.47297487,2.1712708,0.53689647
0.05746895,-0.71762717,2.0040793,-0.4582085,2.18217,0.5588966
0.072956346,-0.7094272,1.9662036,-0.3852495,2.2307756,0.6299113
0.067347705,-0.730897,1.963776,-0.3717892,2.2442534,0.62799734
0.05678793,-0.74748117,1.9828196,-0.40450427,2.2253542,0.58809996
0.052087896,-0.7597932,1.9849774,-0.40456694,2.226496,0.5793556
0.07261207,-0.73418456,1.9406314,-0.32407522,2.276168,0.6674081
0.07934188,-0.7313406,1.9154598,-0.2740704,2.3070445,0.7125086
0.0946521,-0.70227975,1.8843019,-0.21956925,2.3298943,0.7794847
0.104760304,-0.6819037,1.8557165,-0.16619751,2.3496451,0.8386302
0.10280853,-0.6814639,1.8730702,-0.20371279,2.3300312,0.8069438
0.11022031,-0.6648641,1.8573251,-0.17757027,2.3360624,0.83973515
0.11967497,-0.6456495,1.8295052,-0.12687989,2.351684,0.8949674
0.12104445,-0.64569175,1.8131838,-0.090583906,2.3691576,0.9261944
0.12988272,-0.6238918,1.779427,-0.02596159,2.385416,0.99497896
0.13794245,-0.6012879,1.7454395,0.037915885,2.3972058,1.0627044
0.13196498,-0.6177255,1.7524295,0.03299369,2.405935,1.0488085
0.12723497,-0.6312189,1.7632245,0.015769435,2.4074297,1.0256695
0.12376153,-0.64030826,1.7515917,0.047119457,2.4263363,1.0455861
0.1325502,-0.61346847,1.7213931,0.10373292,2.431715,1.1111659
0.13904968,-0.59459925,1.7061307,0.12739739,2.4279587,1.1430931
0.13913862,-0.5901282,1.6855842,0.1747271,2.442276,1.1859096
0.13791147,-0.58698857,1.664847,0.2246695,2.4573233,1.2298896
0.1343329,-0.5962412,1.6657509,0.22881563,2.4659104,1.2269217
0.14296423,-0.56187874,1.6277007,0.30051053,2.463072,1.3104806
0.14149217,-0.55938685,1.6116273,0.34072375,2.4741933,1.3458396
0.14162059,-0.5446888,1.579263,0.41428265,2.483986,1.4171784
0.1458415,-0.5263519,1.5616858,0.4435993,2.4758387,1.4541909
0.14821425,-0.5304823,1.580232,0.39596203,2.4662855,1.4110686
0.1520267,-0.5130018,1.5621719,0.4261198,2.459113,1.4479688
0.15521051,-0.49306437,1.5359807,0.47248307,2.4533377,1.4991212
0.15213363,-0.48478302,1.5079911,0.54234684,2.4635403,1.564066
0.15504424,-0.47175336,1.4947903,0.5605541,2.455771,1.5873286
0.14600582,-0.48448852,1.5091059,0.53961533,2.3788526,1.5617175
0.15520556,-0.4464919,1.4537842,0.64045435,2.4480908,1.6707242
0.15167417,-0.45821887,1.4622188,0.63817143,2.4590645,1.6626738
0.14874262,-0.4556035,1.4495821,0.67357147,2.4635317,1.6947821
0.14458118,-0.46647772,1.4544139,0.6784756,2.475452,1.6921839
0.14237352,-0.48695862,1.4795271,0.63408685,2.4867566,1.6411802
0.14528586,-0.49720532,1.5052274,0.5705422,2.4824486,1.5806228
0.14929043,-0.48527572,1.4982479,0.5725955,2.4715955,1.5896407
0.1416493,-0.5199124,1.5325693,0.5200586,2.4906983,1.5229418
0.11926518,-0.5315659,1.5141265,0.58853304,2.3846316,1.5712054
0.1271807,-0.49689397,1.4672732,0.6734744,2.42456,1.6675897
0.13962926,-0.45558816,1.4242618,0.75691265,2.4796827,1.7660873
0.14176817,-0.4389159,1.4046675,0.7858185,2.467946,1.800522
0.14581247,-0.43765417,1.4134307,0.75316954,2.4607668,1.7732242
0.15141256,-0.4280699,1.4137651,0.7296865,2.4468338,1.7581083
0.13744982,-0.45072287,1.4340686,0.68561834,2.3360057,1.7120268
0.14584889,-0.4075725,1.3696023,0.8274446,2.4412732,1.8536414
0.1496687,-0.39176154,1.3556894,0.83373994,2.4256759,1.8677137
0.14519294,-0.37422994,1.3207647,0.9048359,2.4159663,1.938496
0.14110471,-0.39093846,1.3355895,0.8999618,2.432956,1.925117
0.13804474,-0.40376326,1.3472921,0.8959859,2.4456646,1.9153059
0.13574703,-0.42015398,1.3653868,0.8773083,2.4604237,1.8905245
0.11695725,-0.43637183,1.3568901,0.8990313,2.3887815,1.9057547
0.09501378,-0.4482541,1.3427167,0.9152473,2.2963684,1.9225849
0.06808968,-0.47485873,1.3484695,0.8875234,2.1890948,1.8916982
0.04479072,-0.47746786,1.3277357,0.9134918,2.120034,1.9289465
0.026543986,-0.47547823,1.3054932,0.9375528,2.0746696,1.9623634
0.012316491,-0.47859272,1.2962323,0.94115824,2.0404863,1.9687098
-0.0009610694,-0.45960414,1.2544938,1.0012405,2.022683,2.0542045
